Order ID,Order Date,Customer ID,Customer Name,Region,Category,Product Name,Quantity,Sales,Profit,Year,Month,Profit Margin
ORD03011,2024-01-18,CUST3846,Customer_126,West,Clothing,Jacket,6,4703.9,1354.09,2024,1,28.786538829481923
ORD03012,2024-03-21,CUST1139,Customer_203,North,Clothing,Shoes,9,15566.88,-428.94,2024,3,-2.7554654497240296
ORD03013,2024-10-15,CUST2741,Customer_31,North,Electronics,Mobile,9,11229.08,-917.67,2024,10,-8.172263444556455
ORD03014,2023-01-08,CUST6558,Customer_201,South,Electronics,Mobile,10,17789.11,174.74,2023,1,0.9822863538423228
ORD03015,2022-10-11,CUST7720,Customer_490,East,Home & Kitchen,Mixer,2,1065.25,160.6,2022,10,15.07627317531096
ORD03016,2022-08-02,CUST3768,Customer_121,West,Clothing,Shoes,7,290.0,29.87,2022,8,10.3
ORD03017,2024-10-16,CUST3156,Customer_340,East,Home & Kitchen,Table,5,7009.07,-843.91,2024,10,-12.040256410622236
ORD03018,2023-03-19,CUST5147,Customer_207,South,Electronics,Headphones,6,6452.37,-1117.5,2023,3,-17.319217589815835
ORD03019,2022-08-24,CUST2733,Customer_274,South,Electronics,Headphones,4,1460.8,-182.47,2022,8,-12.491100766703177
ORD03020,2022-03-31,CUST7196,Customer_444,South,Home & Kitchen,Lamp,10,793.21,70.73,2022,3,8.916932464290667
ORD03021,2024-11-26,CUST1886,Customer_459,South,Home & Kitchen,Lamp,1,107.48,-1.11,2024,11,-1.0327502791216971
ORD03022,2024-03-18,CUST9827,Customer_110,North,Clothing,Jeans,10,18661.72,5530.09,2024,3,29.633334976625946
ORD03023,2023-03-08,CUST3359,Customer_333,West,Electronics,Mobile,6,2945.3,753.1,2023,3,25.569551488812685
ORD03024,2023-07-26,CUST9640,Customer_346,West,Sports,Cricket Bat,4,7781.23,1344.46,2023,7,17.27824521316039
ORD03025,2023-09-04,CUST5690,Customer_216,South,Clothing,Jacket,8,11652.87,-1814.6,2023,9,-15.572129441073312
ORD03026,2024-11-01,CUST6745,Customer_241,North,Sports,Football,8,502.07,48.19,2024,11,9.598263190391778
ORD03027,2022-04-30,CUST6918,Customer_208,East,Home & Kitchen,Chair,8,8000.16,-537.7,2022,4,-6.721115577688447
ORD03028,2024-12-11,CUST9598,Customer_22,North,Clothing,Jacket,7,4093.04,770.68,2024,12,18.8290366084866
ORD03029,2022-09-20,CUST5581,Customer_378,East,Sports,Tennis Racket,10,19742.07,-3032.31,2022,9,-15.359635539738234
ORD03030,2023-07-27,CUST6632,Customer_202,South,Electronics,Camera,10,19181.11,5708.7,2023,7,29.7620940602499
ORD03031,2022-06-05,CUST4434,Customer_76,West,Home & Kitchen,Chair,9,16624.33,3314.43,2022,6,19.93722453777084
ORD03032,2023-05-18,CUST1434,Customer_287,West,Home & Kitchen,Chair,8,6943.99,999.53,2023,5,14.3941739547436
ORD03033,2024-06-16,CUST5760,Customer_78,East,Home & Kitchen,Table,8,11335.01,-1793.3,2024,6,-15.820894732338129
ORD03034,2023-08-25,CUST7681,Customer_271,North,Sports,Yoga Mat,3,4684.12,-819.35,2023,8,-17.492079622212923
ORD03035,2024-08-08,CUST7861,Customer_296,North,Clothing,Shoes,1,807.79,-105.59,2024,8,-13.071466594040531
ORD03036,2023-05-22,CUST9594,Customer_498,West,Electronics,Tablet,9,10585.77,2577.86,2023,5,24.35212554211928
ORD03037,2022-04-28,CUST3538,Customer_51,North,Home & Kitchen,Table,2,2556.17,375.31,2022,4,14.682513291369508
ORD03038,2023-01-10,CUST5210,Customer_406,South,Home & Kitchen,Table,5,3089.66,69.7,2023,1,2.25591165370947
ORD03039,2024-11-13,CUST3282,Customer_366,West,Home & Kitchen,Mixer,10,17597.42,2377.36,2024,11,13.50970767305662
ORD03040,2024-01-13,CUST9214,Customer_210,North,Home & Kitchen,Chair,10,16302.65,4022.97,2024,1,24.676785675948388
ORD03041,2023-01-13,CUST6816,Customer_280,South,Electronics,Camera,6,431.79,-22.74,2023,1,-5.266448968248453
ORD03042,2022-08-15,CUST3850,Customer_346,South,Home & Kitchen,Chair,10,18976.48,-1595.62,2022,8,-8.408408724905778
ORD03043,2022-08-30,CUST8515,Customer_184,North,Clothing,Shoes,4,1747.67,179.54,2022,8,10.273106478911922
ORD03044,2024-03-29,CUST5922,Customer_2,North,Sports,Cricket Bat,8,10119.09,1227.7,2024,3,12.132513892059464
ORD03045,2023-08-19,CUST8967,Customer_102,West,Electronics,Camera,10,9827.5,1241.93,2023,8,12.637293309590437
ORD03046,2023-07-03,CUST7686,Customer_439,South,Electronics,Camera,10,2545.44,-103.11,2023,7,-4.050773147275128
ORD03047,2024-08-13,CUST8144,Customer_471,East,Electronics,Camera,2,2333.91,94.7,2024,8,4.057568629467289
ORD03048,2022-10-18,CUST6270,Customer_400,North,Clothing,Sweater,9,2871.72,494.91,2022,10,17.23392252726589
ORD03049,2024-04-19,CUST8418,Customer_398,East,Home & Kitchen,Mixer,6,9909.73,-303.7,2024,4,-3.0646647285042077
ORD03050,2022-03-23,CUST6792,Customer_248,East,Sports,Gym Gloves,3,4432.79,-865.19,2022,3,-19.517955960016153
ORD03051,2022-07-22,CUST1064,Customer_449,West,Sports,Football,4,981.04,32.58,2022,7,3.320965505993639
ORD03052,2022-01-31,CUST5650,Customer_296,East,Home & Kitchen,Lamp,10,19832.8,-3041.59,2022,1,-15.336160300108912
ORD03053,2022-05-26,CUST1689,Customer_183,East,Home & Kitchen,Cookware Set,6,11439.69,1191.69,2022,5,10.417152912360388
ORD03054,2022-12-07,CUST2938,Customer_468,North,Home & Kitchen,Lamp,9,9266.77,-1191.62,2022,12,-12.8590652406394
ORD03055,2023-03-13,CUST9475,Customer_352,South,Sports,Football,9,5634.39,-43.69,2023,3,-0.775416682196298
ORD03056,2022-08-14,CUST5791,Customer_112,East,Clothing,Jacket,9,14919.25,-812.24,2022,8,-5.444241500075406
ORD03057,2024-04-23,CUST3135,Customer_117,North,Clothing,Shoes,6,6320.37,1169.65,2024,4,18.506036830122287
ORD03058,2024-01-04,CUST6352,Customer_210,West,Home & Kitchen,Cookware Set,5,3536.45,200.37,2024,1,5.665851348103324
ORD03059,2024-07-17,CUST5011,Customer_434,South,Sports,Cricket Bat,5,4271.68,508.86,2024,7,11.912409169226159
ORD03060,2023-08-16,CUST6494,Customer_13,South,Clothing,T-Shirt,10,4452.37,486.56,2023,8,10.928112443485155
ORD03061,2023-08-01,CUST2401,Customer_111,East,Home & Kitchen,Chair,7,8618.02,-120.56,2023,8,-1.3989292204009736
ORD03062,2023-08-29,CUST7945,Customer_430,South,Clothing,Jeans,10,6526.89,1546.51,2023,8,23.69443946504384
ORD03063,2023-06-22,CUST6774,Customer_26,South,Clothing,Shoes,2,2184.45,606.05,2023,6,27.74382567694385
ORD03064,2024-07-27,CUST4217,Customer_387,East,Sports,Football,9,11966.03,1545.34,2024,7,12.914391824188973
ORD03065,2022-12-07,CUST4720,Customer_147,South,Electronics,Tablet,3,1919.89,287.01,2022,12,14.949293969967028
ORD03066,2023-12-11,CUST6027,Customer_211,East,Sports,Gym Gloves,7,9232.38,2620.54,2023,12,28.384230285148575
ORD03067,2023-12-18,CUST5985,Customer_358,South,Home & Kitchen,Lamp,10,13586.31,3540.33,2023,12,26.058068747143263
ORD03068,2023-05-17,CUST3011,Customer_108,West,Sports,Gym Gloves,3,5600.02,-197.21,2023,5,-3.521594565733693
ORD03069,2023-01-02,CUST5550,Customer_9,North,Electronics,Mobile,2,2744.29,-99.8,2023,1,-3.636641900090734
ORD03070,2024-10-04,CUST1484,Customer_195,South,Home & Kitchen,Table,5,1756.82,-23.05,2024,10,-1.312029690008083
ORD03071,2023-04-11,CUST5876,Customer_241,South,Sports,Gym Gloves,5,1487.78,145.05,2023,4,9.749425318259421
ORD03072,2023-07-27,CUST1239,Customer_420,East,Sports,Yoga Mat,4,6387.43,1596.87,2023,7,25.00019569686086
ORD03073,2022-04-20,CUST3533,Customer_387,North,Electronics,Camera,1,1082.79,238.29,2022,4,22.00703737566841
ORD03074,2024-03-14,CUST2186,Customer_379,West,Clothing,Jeans,8,804.84,3.18,2024,3,0.3951095869986581
ORD03075,2023-04-12,CUST9357,Customer_359,South,Home & Kitchen,Mixer,9,2939.29,259.68,2023,4,8.834786632145859
ORD03076,2022-08-14,CUST7213,Customer_204,East,Home & Kitchen,Chair,5,9613.74,-226.27,2022,8,-2.3536105615504477
ORD03077,2024-04-04,CUST1103,Customer_441,West,Clothing,T-Shirt,1,458.22,-22.12,2024,4,-4.827375496486404
ORD03078,2022-02-01,CUST5147,Customer_500,West,Home & Kitchen,Table,9,12969.08,-842.91,2022,2,-6.4993816060969625
ORD03079,2024-02-22,CUST5543,Customer_364,North,Electronics,Laptop,3,2022.43,-174.58,2024,2,-8.632189989270334
ORD03080,2022-10-16,CUST1927,Customer_154,East,Sports,Tennis Racket,5,8024.64,1492.58,2022,10,18.599962116680622
ORD03081,2023-12-23,CUST6958,Customer_168,East,Home & Kitchen,Table,1,1717.22,100.07,2023,12,5.827442028394731
ORD03082,2024-04-18,CUST4607,Customer_106,North,Clothing,T-Shirt,4,7430.58,-1212.13,2024,4,-16.31272390580547
ORD03083,2023-03-26,CUST6155,Customer_45,East,Sports,Yoga Mat,3,693.28,-104.56,2023,3,-15.081929379183014
ORD03084,2023-04-19,CUST1288,Customer_134,North,Home & Kitchen,Chair,1,343.01,-60.89,2023,4,-17.751669047549633
ORD03085,2023-01-20,CUST1836,Customer_147,South,Sports,Cricket Bat,6,7952.22,463.55,2023,1,5.829189836297285
ORD03086,2023-06-29,CUST1145,Customer_217,South,Home & Kitchen,Table,9,2208.75,175.91,2023,6,7.964233163554047
ORD03087,2024-08-15,CUST9531,Customer_394,South,Home & Kitchen,Lamp,2,2876.49,-70.72,2024,8,-2.4585519157028184
ORD03088,2022-10-04,CUST9946,Customer_101,North,Electronics,Camera,6,8445.84,-566.54,2022,10,-6.707917744120182
ORD03089,2024-01-25,CUST9757,Customer_353,North,Home & Kitchen,Mixer,5,2321.66,-139.92,2024,1,-6.026722259073249
ORD03090,2023-11-05,CUST3917,Customer_73,North,Clothing,Shoes,6,512.2,49.87,2023,11,9.736431081608746
ORD03091,2024-06-03,CUST4873,Customer_209,North,Clothing,T-Shirt,1,934.13,100.51,2024,6,10.759744361063236
ORD03092,2024-11-16,CUST2842,Customer_87,North,Home & Kitchen,Table,6,11392.58,-65.25,2024,11,-0.572741205240604
ORD03093,2023-06-24,CUST1397,Customer_480,West,Clothing,T-Shirt,3,161.71,20.77,2023,6,12.843979964133323
ORD03094,2024-09-15,CUST8403,Customer_346,South,Home & Kitchen,Table,7,9093.95,462.4,2024,9,5.084699168128261
ORD03095,2023-04-12,CUST7617,Customer_404,West,Clothing,T-Shirt,5,7806.64,-1492.92,2023,4,-19.12372032013773
ORD03096,2024-08-01,CUST8095,Customer_444,North,Clothing,Jeans,10,19533.65,4407.58,2024,8,22.5640369311419
ORD03097,2023-12-29,CUST6646,Customer_271,South,Clothing,Jacket,4,2322.31,-356.9,2023,12,-15.368318613794024
ORD03098,2024-04-07,CUST7919,Customer_236,South,Home & Kitchen,Chair,6,6881.69,-578.92,2024,4,-8.412468448883923
ORD03099,2024-03-17,CUST8068,Customer_196,West,Electronics,Camera,4,2924.82,754.42,2024,3,25.79372405823264
ORD03100,2024-11-15,CUST4857,Customer_192,North,Clothing,Sweater,4,5816.84,-307.44,2024,11,-5.28534393244442
ORD03101,2022-08-31,CUST8971,Customer_362,East,Sports,Tennis Racket,5,6932.54,-1172.86,2022,8,-16.918185830878723
ORD03102,2024-09-02,CUST9501,Customer_3,South,Sports,Gym Gloves,8,1918.65,462.91,2024,9,24.12686003179319
ORD03103,2022-07-11,CUST1996,Customer_109,North,Sports,Gym Gloves,9,16114.19,-3007.61,2022,7,-18.664357314888306
ORD03104,2024-12-15,CUST6227,Customer_96,East,Electronics,Headphones,7,10016.35,-1437.41,2024,12,-14.350636708980815
ORD03105,2022-06-20,CUST4208,Customer_57,West,Home & Kitchen,Lamp,10,7713.88,887.53,2022,6,11.505623629094567
ORD03106,2024-05-19,CUST7302,Customer_46,West,Home & Kitchen,Table,10,7939.41,-83.53,2024,5,-1.0520932915670056
ORD03107,2022-07-14,CUST1102,Customer_377,South,Home & Kitchen,Cookware Set,2,3664.19,1024.27,2022,7,27.953517694224374
ORD03108,2023-09-20,CUST2565,Customer_131,North,Clothing,Jacket,1,1329.22,-38.86,2023,9,-2.9235190562886504
ORD03109,2022-12-22,CUST8796,Customer_203,West,Clothing,T-Shirt,9,12029.05,3245.96,2022,12,26.98434207190094
ORD03110,2024-09-28,CUST6235,Customer_288,North,Electronics,Laptop,8,1899.99,-359.26,2024,9,-18.9085205711609
ORD03111,2023-06-28,CUST1210,Customer_324,East,Electronics,Mobile,6,9685.79,-285.7,2023,6,-2.9496819567634645
ORD03112,2022-02-17,CUST8905,Customer_326,West,Home & Kitchen,Chair,9,13924.35,-1564.67,2022,2,-11.236933860467454
ORD03113,2023-12-20,CUST1632,Customer_113,East,Clothing,Jeans,2,3934.75,-290.85,2023,12,-7.39182921405426
ORD03114,2024-07-07,CUST3703,Customer_441,North,Home & Kitchen,Cookware Set,1,1871.45,-286.85,2024,7,-15.327687087552434
ORD03115,2024-02-03,CUST2734,Customer_439,North,Electronics,Tablet,5,9922.88,1922.43,2024,2,19.373710051920412
ORD03116,2023-04-11,CUST5132,Customer_417,East,Sports,Cricket Bat,5,2483.06,371.2,2023,4,14.949296432627484
ORD03117,2024-05-15,CUST8291,Customer_201,East,Clothing,Jeans,7,12225.05,338.72,2024,5,2.7707044142968744
ORD03118,2023-02-01,CUST2789,Customer_416,North,Electronics,Headphones,4,1342.59,162.52,2023,2,12.10496130613218
ORD03119,2022-08-11,CUST6483,Customer_62,South,Clothing,Shoes,7,10529.71,2299.03,2022,8,21.83374470901858
ORD03120,2023-12-26,CUST5236,Customer_428,East,Sports,Gym Gloves,10,16461.44,-2501.4,2023,12,-15.195511449788112
ORD03121,2024-08-03,CUST2339,Customer_7,East,Sports,Football,1,512.78,99.03,2024,8,19.312375677678535
ORD03122,2024-12-27,CUST4379,Customer_90,West,Electronics,Mobile,6,11561.83,-394.9,2024,12,-3.4155492685846447
ORD03123,2023-08-25,CUST4427,Customer_145,East,Sports,Cricket Bat,2,1730.43,358.14,2023,8,20.696589864946862
ORD03124,2023-02-19,CUST6126,Customer_43,South,Sports,Tennis Racket,5,3267.56,-116.05,2023,2,-3.551579772062334
ORD03125,2023-10-12,CUST1613,Customer_414,North,Clothing,Jeans,9,13181.97,3019.28,2023,10,22.90461896059542
ORD03126,2024-10-23,CUST7997,Customer_40,East,Electronics,Headphones,9,12002.78,104.86,2024,10,0.873630942165065
ORD03127,2022-10-13,CUST9953,Customer_233,East,Home & Kitchen,Mixer,2,1760.83,294.44,2022,10,16.721659671859292
ORD03128,2023-05-18,CUST2329,Customer_490,North,Clothing,Jeans,10,2513.74,51.28,2023,5,2.039988224716956
ORD03129,2023-05-14,CUST1627,Customer_171,North,Home & Kitchen,Cookware Set,7,3788.27,807.99,2023,5,21.32873316843836
ORD03130,2024-03-27,CUST9429,Customer_421,South,Sports,Gym Gloves,8,4009.59,606.92,2024,3,15.13670973840218
ORD03131,2023-09-06,CUST8473,Customer_242,South,Electronics,Mobile,8,7053.2,-737.81,2023,9,-10.460641978109226
ORD03132,2022-11-03,CUST6691,Customer_281,North,Home & Kitchen,Table,6,4819.54,1057.71,2022,11,21.946285330135243
ORD03133,2023-06-15,CUST2219,Customer_140,North,Sports,Football,4,3079.38,70.7,2023,6,2.2959167105066602
ORD03134,2022-11-15,CUST6868,Customer_480,South,Electronics,Camera,10,11268.2,-2041.51,2022,11,-18.117445554746986
ORD03135,2023-01-15,CUST8669,Customer_482,East,Electronics,Mobile,5,3428.5,-645.38,2023,1,-18.823975499489574
ORD03136,2023-08-01,CUST1427,Customer_17,North,Home & Kitchen,Lamp,2,3683.87,58.46,2023,8,1.5869181051448613
ORD03137,2023-02-21,CUST2558,Customer_2,South,Home & Kitchen,Table,9,15832.13,-352.98,2023,2,-2.229516811698742
ORD03138,2022-05-05,CUST1375,Customer_153,East,Clothing,Sweater,3,861.25,160.14,2022,5,18.593904208998545
ORD03139,2024-11-26,CUST1989,Customer_36,West,Electronics,Camera,10,19528.76,-699.05,2024,11,-3.579592355070163
ORD03140,2023-05-30,CUST7557,Customer_89,East,Sports,Football,8,6387.63,-265.97,2023,5,-4.163829151030978
ORD03141,2024-07-11,CUST8631,Customer_128,North,Electronics,Tablet,2,3403.39,954.9,2024,7,28.057319319854617
ORD03142,2023-11-03,CUST2869,Customer_245,West,Electronics,Mobile,10,2626.46,360.07,2023,11,13.70932738362663
ORD03143,2022-01-18,CUST9809,Customer_236,North,Home & Kitchen,Mixer,9,12985.64,-1090.54,2022,1,-8.398045841406354
ORD03144,2023-05-19,CUST2090,Customer_280,West,Electronics,Camera,2,160.07,25.14,2023,5,15.705628787405512
ORD03145,2022-01-26,CUST3001,Customer_312,West,Home & Kitchen,Lamp,3,3364.04,-615.02,2022,1,-18.28218451623643
ORD03146,2024-05-15,CUST9378,Customer_461,East,Sports,Gym Gloves,10,12096.19,-1791.78,2024,5,-14.812763357718422
ORD03147,2022-05-27,CUST9335,Customer_24,East,Home & Kitchen,Mixer,5,4648.78,-287.34,2022,5,-6.180976514268259
ORD03148,2023-01-04,CUST7807,Customer_117,South,Clothing,Shoes,1,540.15,-59.33,2023,1,-10.983985929834306
ORD03149,2024-12-29,CUST9409,Customer_264,North,Home & Kitchen,Mixer,9,12847.71,1390.65,2024,12,10.824107953868824
ORD03150,2023-07-09,CUST6648,Customer_241,North,Clothing,Sweater,4,96.56,-8.58,2023,7,-8.885666942833472
ORD03151,2024-06-06,CUST4397,Customer_107,North,Home & Kitchen,Cookware Set,1,760.01,152.81,2024,6,20.106314390600126
ORD03152,2023-05-17,CUST5356,Customer_10,West,Clothing,Jacket,3,2297.44,-163.52,2023,5,-7.117487290201267
ORD03153,2024-11-13,CUST1980,Customer_382,South,Home & Kitchen,Table,10,1830.48,-11.59,2024,11,-0.6331672566758446
ORD03154,2022-02-12,CUST2448,Customer_315,South,Home & Kitchen,Chair,10,7131.29,-297.93,2022,2,-4.1777855058481705
ORD03155,2024-12-27,CUST4110,Customer_126,East,Electronics,Tablet,9,13417.5,2730.33,2024,12,20.349021799888206
ORD03156,2024-03-09,CUST4061,Customer_150,North,Home & Kitchen,Cookware Set,7,1942.27,-305.22,2024,3,-15.714601986335577
ORD03157,2022-09-28,CUST2753,Customer_364,North,Sports,Yoga Mat,2,2109.49,420.81,2022,9,19.948423552612248
ORD03158,2023-11-03,CUST3356,Customer_460,South,Clothing,Shoes,2,3565.6,16.36,2023,11,0.4588288086156607
ORD03159,2024-06-16,CUST1059,Customer_11,West,Sports,Tennis Racket,7,11165.48,-1350.43,2024,6,-12.094688271350629
ORD03160,2022-07-25,CUST6501,Customer_342,South,Sports,Cricket Bat,8,13846.35,429.89,2022,7,3.1047171276184695
ORD03161,2022-02-13,CUST2525,Customer_406,West,Home & Kitchen,Cookware Set,4,1573.95,232.27,2022,2,14.757139680421869
ORD03162,2024-08-22,CUST6899,Customer_433,West,Electronics,Mobile,8,12994.26,310.47,2024,8,2.3892857307765123
ORD03163,2024-04-15,CUST5745,Customer_466,South,Home & Kitchen,Mixer,5,4968.42,783.96,2024,4,15.77885927518205
ORD03164,2023-09-29,CUST4076,Customer_166,South,Electronics,Mobile,1,670.78,186.03,2023,9,27.733385014460776
ORD03165,2024-03-17,CUST9401,Customer_46,East,Home & Kitchen,Lamp,5,4477.77,-400.72,2024,3,-8.949097430194048
ORD03166,2022-11-05,CUST5809,Customer_22,North,Clothing,Jacket,5,2063.0,-383.23,2022,11,-18.57634512845371
ORD03167,2022-12-18,CUST8232,Customer_482,East,Electronics,Headphones,4,5920.92,-12.88,2022,12,-0.21753376164514973
ORD03168,2023-02-13,CUST5584,Customer_458,East,Electronics,Mobile,7,5461.67,-662.24,2023,2,-12.125229096594998
ORD03169,2024-10-23,CUST3741,Customer_28,West,Home & Kitchen,Table,5,1975.98,133.66,2024,10,6.764238504438304
ORD03170,2024-04-11,CUST7069,Customer_441,North,Sports,Gym Gloves,5,1560.19,409.49,2024,4,26.246162326383327
ORD03171,2022-03-01,CUST1440,Customer_72,North,Sports,Cricket Bat,10,4711.8,-787.47,2022,3,-16.71272125302432
ORD03172,2023-06-23,CUST7637,Customer_300,South,Clothing,T-Shirt,5,5029.55,255.12,2023,6,5.072421986062372
ORD03173,2024-02-20,CUST5148,Customer_298,East,Electronics,Mobile,7,4977.79,-347.16,2024,2,-6.974179304470458
ORD03174,2024-09-16,CUST3119,Customer_352,West,Sports,Yoga Mat,10,12925.15,513.03,2024,9,3.9692382680278375
ORD03175,2022-09-08,CUST2728,Customer_409,East,Clothing,Jeans,10,7796.39,238.23,2022,9,3.055644984409451
ORD03176,2022-03-14,CUST9529,Customer_485,North,Electronics,Tablet,5,9329.57,1293.51,2022,3,13.86462612960726
ORD03177,2022-10-14,CUST6960,Customer_310,West,Clothing,Jacket,5,5695.36,1282.43,2022,10,22.517101640633783
ORD03178,2022-12-02,CUST7872,Customer_223,West,Electronics,Camera,9,5368.37,222.73,2022,12,4.148931612388862
ORD03179,2024-10-21,CUST9535,Customer_375,West,Clothing,T-Shirt,2,3664.06,-69.81,2024,10,-1.90526356009454
ORD03180,2022-11-02,CUST6282,Customer_167,West,Sports,Tennis Racket,6,1106.36,331.44,2022,11,29.957699121443294
ORD03181,2024-06-09,CUST2415,Customer_333,South,Clothing,T-Shirt,8,2410.09,560.27,2024,6,23.246849702708193
ORD03182,2023-02-05,CUST8329,Customer_222,West,Sports,Gym Gloves,4,6370.54,-1123.75,2023,2,-17.63979191716872
ORD03183,2023-06-18,CUST6085,Customer_341,South,Home & Kitchen,Chair,2,2673.47,256.79,2023,6,9.605119937758793
ORD03184,2022-02-10,CUST9067,Customer_109,East,Home & Kitchen,Table,5,191.26,55.34,2022,2,28.934434800794733
ORD03185,2022-02-04,CUST3336,Customer_115,North,Electronics,Camera,9,12167.99,1867.25,2022,2,15.345591178165005
ORD03186,2024-07-31,CUST7361,Customer_109,North,Electronics,Tablet,5,5405.97,-795.52,2024,7,-14.715582957360102
ORD03187,2023-09-06,CUST8114,Customer_247,East,Home & Kitchen,Cookware Set,4,855.25,108.68,2023,9,12.707395498392286
ORD03188,2023-11-26,CUST9937,Customer_180,East,Sports,Football,8,2311.19,516.53,2023,11,22.34909289154072
ORD03189,2024-04-28,CUST2003,Customer_56,West,Electronics,Headphones,7,3134.15,189.61,2024,4,6.049806167541439
ORD03190,2022-05-15,CUST1212,Customer_267,South,Sports,Football,2,570.92,89.85,2022,5,15.737756603377006
ORD03191,2024-04-17,CUST7218,Customer_476,East,Sports,Yoga Mat,10,12906.46,2886.81,2024,4,22.367171168546605
ORD03192,2024-07-15,CUST7521,Customer_81,South,Home & Kitchen,Cookware Set,2,370.32,-36.45,2024,7,-9.842838626053144
ORD03193,2024-12-09,CUST5406,Customer_286,West,Clothing,Jeans,3,3301.7,359.24,2024,12,10.88045552291244
ORD03194,2022-10-09,CUST2134,Customer_259,North,Sports,Yoga Mat,2,1996.23,-227.56,2022,10,-11.399488034945874
ORD03195,2023-01-28,CUST3355,Customer_148,South,Electronics,Camera,3,2284.46,402.25,2023,1,17.60809994484473
ORD03196,2022-02-19,CUST3605,Customer_471,East,Home & Kitchen,Chair,10,7111.32,1999.68,2022,2,28.119673984576703
ORD03197,2022-06-08,CUST8446,Customer_326,South,Sports,Cricket Bat,2,2327.85,134.69,2022,6,5.786025731898533
ORD03198,2023-12-16,CUST9558,Customer_125,East,Sports,Tennis Racket,6,4571.29,728.11,2023,12,15.927889064137258
ORD03199,2022-10-03,CUST2625,Customer_82,East,Electronics,Tablet,8,6372.89,872.25,2022,10,13.686883031089506
ORD03200,2023-02-17,CUST7397,Customer_276,East,Electronics,Camera,1,889.51,159.88,2023,2,17.973940708929632
ORD03201,2024-07-10,CUST4232,Customer_202,South,Electronics,Headphones,4,1498.48,74.9,2024,7,4.998398377022049
ORD03202,2024-05-05,CUST9521,Customer_121,West,Electronics,Mobile,10,830.6,170.33,2024,5,20.50686250902962
ORD03203,2024-05-30,CUST2781,Customer_435,East,Home & Kitchen,Chair,1,1423.57,257.5,2024,5,18.08832723364499
ORD03204,2024-05-03,CUST7593,Customer_270,West,Sports,Tennis Racket,4,3664.65,698.4,2024,5,19.057754492243458
ORD03205,2024-06-12,CUST4431,Customer_114,East,Home & Kitchen,Mixer,6,7232.44,1620.68,2024,6,22.40848178484716
ORD03206,2023-04-14,CUST8166,Customer_399,East,Clothing,Jacket,2,2587.18,553.0,2023,4,21.374624108102257
ORD03207,2023-12-11,CUST9908,Customer_165,West,Clothing,Sweater,9,3088.44,670.27,2023,12,21.70254238385722
ORD03208,2022-09-16,CUST5465,Customer_87,South,Home & Kitchen,Lamp,8,4464.88,714.2,2022,9,15.995950619053593
ORD03209,2023-05-13,CUST5562,Customer_131,South,Sports,Football,7,2574.26,-200.34,2023,5,-7.782430679107782
ORD03210,2023-07-19,CUST5458,Customer_182,North,Electronics,Laptop,3,5544.3,-1083.38,2023,7,-19.540428908969574
ORD03211,2024-05-09,CUST2865,Customer_39,North,Clothing,Shoes,9,10073.02,-1291.99,2024,5,-12.826242775255087
ORD03212,2022-09-13,CUST7454,Customer_152,East,Home & Kitchen,Chair,9,4111.02,42.59,2022,9,1.0359959328828368
ORD03213,2022-08-13,CUST1252,Customer_373,West,Sports,Yoga Mat,9,1036.84,109.5,2022,8,10.560935149106902
ORD03214,2022-08-12,CUST4024,Customer_50,West,Home & Kitchen,Chair,4,2775.13,376.37,2022,8,13.562247534349742
ORD03215,2024-07-23,CUST2806,Customer_71,North,Electronics,Camera,3,5549.01,1172.46,2024,7,21.12917439327015
ORD03216,2022-11-03,CUST9175,Customer_322,East,Clothing,T-Shirt,5,6338.84,419.86,2022,11,6.623609367013524
ORD03217,2023-10-29,CUST9798,Customer_250,North,Clothing,Sweater,5,5653.94,293.62,2023,10,5.193192711631181
ORD03218,2022-08-14,CUST3505,Customer_432,South,Clothing,Sweater,7,13158.89,-2089.12,2022,8,-15.876111130954055
ORD03219,2024-05-17,CUST3706,Customer_63,West,Home & Kitchen,Chair,3,2969.69,435.07,2024,5,14.650350710006768
ORD03220,2023-10-25,CUST8953,Customer_105,East,Home & Kitchen,Lamp,9,430.27,1.7,2023,10,0.39510075069142636
ORD03221,2024-04-14,CUST1275,Customer_392,East,Sports,Cricket Bat,6,8260.77,2260.25,2024,4,27.361250827707345
ORD03222,2023-09-15,CUST2280,Customer_376,East,Sports,Gym Gloves,8,2109.72,-333.46,2023,9,-15.805888933128568
ORD03223,2023-09-30,CUST9613,Customer_410,East,Home & Kitchen,Table,4,6345.28,1394.99,2023,9,21.984687830954663
ORD03224,2022-06-27,CUST9370,Customer_101,North,Electronics,Headphones,10,1962.39,262.22,2022,6,13.3622776308481
ORD03225,2024-07-27,CUST9696,Customer_273,West,Electronics,Laptop,1,162.18,12.38,2024,7,7.63349364903194
ORD03226,2024-06-17,CUST5600,Customer_382,East,Clothing,Shoes,9,7835.09,-1317.98,2024,6,-16.821504283932924
ORD03227,2022-02-01,CUST1625,Customer_401,South,Home & Kitchen,Chair,10,17486.1,-822.08,2022,2,-4.701334202595205
ORD03228,2022-03-16,CUST4726,Customer_99,North,Clothing,Sweater,4,6792.58,1301.77,2022,3,19.164588418539054
ORD03229,2024-07-11,CUST7390,Customer_498,West,Clothing,Jacket,3,508.76,-66.25,2024,7,-13.02185706423461
